interval_from,interval_to,LST_min_K,LST_max_K,LST_mean_K,LST_stDev_K,Gray_B0_sampleCount,Gray_B0_noDataCount,Gray_B0_percentiles_50.0
2024-12-28,2024-12-29,286.9800109863281,287.7200012207031,287.19629347324445,0.2038027725240744,65536,0,287.19000244140625
2024-12-29,2024-12-30,284.55999755859375,285.1300048828125,284.72546947002314,0.15702436941659043,65536,0,284.7200012207031
2024-12-30,2024-12-31,284.4800109863281,285.05999755859375,284.65945792198096,0.15959936324236276,65536,0,284.6600036621094
2025-01-01,2025-01-02,280.7200012207031,280.989990234375,280.8010851144797,0.07430885670250074,65536,0,280.79998779296875
2025-01-03,2025-01-04,278.69000244140625,278.92999267578125,278.7613732814778,0.06606477547317863,65536,0,278.760009765625
2025-01-04,2025-01-05,274.92999267578125,275.1499938964844,274.99272561073207,0.06065073202495339,65536,0,274.989990234375
2025-01-05,2025-01-06,267.8699951171875,268.1099853515625,267.9349143505075,0.0663709585308983,65536,0,267.92999267578125
2025-01-06,2025-01-07,269.29998779296875,269.510009765625,269.355197310447,0.058213955496146025,65536,0,269.3500061035156
2025-01-07,2025-01-08,267.1099853515625,267.3399963378906,267.17383277416724,0.06350182213671703,65536,0,267.1700134277344
2025-01-08,2025-01-09,270.6300048828125,270.8500061035156,270.6862862110177,0.06112906250002023,65536,0,270.67999267578125
2025-01-10,2025-01-11,279.17999267578125,279.4100036621094,279.24382042884673,0.06350300683887362,65536,0,279.239990234375
2025-01-11,2025-01-12,279.70001220703125,279.94000244140625,279.76493144035123,0.0663709585308983,65536,0,279.760009765625
2025-01-12,2025-01-13,282.7099914550781,283.1400146484375,282.82148230075825,0.11933779710984027,65536,0,282.80999755859375
2025-01-13,2025-01-14,264.6000061035156,264.82000732421875,264.65628743172084,0.06112906250002023,65536,0,264.6499938964844
2025-01-14,2025-01-15,268.0799865722656,268.32000732421875,268.15136075019717,0.06607329494541143,65536,0,268.1499938964844
2025-01-15,2025-01-16,270.989990234375,271.239990234375,271.06245589256054,0.06887328901160432,65536,0,271.05999755859375
2025-01-17,2025-01-18,285.42999267578125,286.0799865722656,285.59132957458314,0.18115167945220315,65536,0,285.57000732421875
2025-01-22,2025-01-23,273.239990234375,273.4700012207031,273.2844828367192,0.06623390006778779,65536,0,273.2699890136719
2025-01-23,2025-01-24,266.989990234375,267.19000244140625,267.0183181762678,0.06031285811012266,65536,0,267.0
2025-01-24,2025-01-25,273.7900085449219,274.0,273.82585990429163,0.06160563564863165,65536,0,273.80999755859375
2025-01-26,2025-01-27,278.25,278.45001220703125,278.27187633514666,0.062425636036655456,65536,0,278.25
2025-01-27,2025-01-28,280.1099853515625,280.32000732421875,280.132956504823,0.06554977528292322,65536,0,280.1099853515625
2025-01-28,2025-01-29,283.6000061035156,283.9700012207031,283.6478568315499,0.11359936829672723,65536,0,283.6000061035156
2025-01-29,2025-01-30,285.4100036621094,285.8999938964844,285.4734421968389,0.1504305863648951,65536,0,285.4100036621094
2025-01-30,2025-01-31,280.0899963378906,280.260009765625,280.1135107278849,0.05202729773824887,65536,0,280.0899963378906
2025-01-31,2025-02-01,281.8599853515625,282.1199951171875,281.8958139419501,0.07957722484286664,65536,0,281.8599853515625
2025-02-02,2025-02-03,288.42999267578125,289.1300048828125,288.5311673879574,0.21405731650567134,65536,0,288.42999267578125
2025-02-04,2025-02-05,284.1499938964844,284.55999755859375,284.2096030712137,0.12537494821051876,65536,0,284.1499938964844
2025-02-05,2025-02-06,280.0799865722656,280.260009765625,280.10213994979847,0.05548467017923787,65536,0,280.0799865722656
2025-02-06,2025-02-07,282.70001220703125,283.0199890136719,282.74977469444076,0.09802008352367843,65536,0,282.70001220703125
2025-02-07,2025-02-08,278.760009765625,278.95001220703125,278.7906296253189,0.058346214067191496,65536,0,278.760009765625
2025-02-08,2025-02-09,278.260009765625,278.44000244140625,278.2895348072059,0.055362903343166674,65536,0,278.260009765625
2025-02-09,2025-02-10,274.2900085449219,274.4700012207031,274.31953358650276,0.055362903343166674,65536,0,274.2900085449219
2025-02-11,2025-02-12,276.5,276.67999267578125,276.5295325517658,0.05536432287216556,65536,0,276.5
2025-02-12,2025-02-13,276.5299987792969,276.70001220703125,276.5584398508108,0.052406684316565186,65536,0,276.5299987792969
2025-02-13,2025-02-14,274.1300048828125,274.29998779296875,274.15844261646004,0.052397667451308694,65536,0,274.1300048828125
2025-02-14,2025-02-15,276.5799865722656,276.75,276.6084276437796,0.052406684316565186,65536,0,276.5799865722656
2025-02-15,2025-02-16,278.1300048828125,278.29998779296875,278.1559792757015,0.052029792121914324,65536,0,278.1300048828125
2025-02-16,2025-02-17,273.0799865722656,273.239990234375,273.1073328256586,0.049459365611232334,65536,0,273.0799865722656
2025-02-18,2025-02-19,266.29998779296875,266.4599914550781,266.3273340463617,0.049459365611232334,65536,0,266.29998779296875
2025-02-20,2025-02-21,272.6300048828125,272.7900085449219,272.6598069667812,0.05026826007187803,65536,0,272.6300048828125
2025-02-21,2025-02-22,277.0299987792969,277.19000244140625,277.0598008632656,0.05026826007187803,65536,0,277.0299987792969
2025-02-22,2025-02-23,280.8500061035156,281.04998779296875,280.88418078422944,0.06181605093248125,65536,0,280.8500061035156
2025-02-23,2025-02-24,286.6199951171875,287.1700134277344,286.7170659303668,0.17088609225492848,65536,0,286.6199951171875
2025-02-24,2025-02-25,282.4700012207031,282.7699890136719,282.5249599218378,0.09389189133181713,65536,0,282.4700012207031
2025-02-25,2025-02-26,294.05999755859375,295.0799865722656,294.24292814731734,0.31784493459158547,65536,0,294.05999755859375
2025-02-27,2025-02-28,290.8999938964844,291.7300109863281,291.0498446226109,0.25898600679605305,65536,0,290.8999938964844
2025-02-28,2025-03-01,294.9100036621094,295.989990234375,295.10933482647215,0.3385798917448014,65536,0,294.9100036621094
2025-03-01,2025-03-02,284.3599853515625,284.760009765625,284.4308122396443,0.12435546558999766,65536,0,284.3599853515625
2025-03-02,2025-03-03,288.7799987792969,289.4100036621094,288.88089895248487,0.19336510096333295,65536,0,288.7799987792969
2025-03-03,2025-03-04,294.17999267578125,295.1099853515625,294.3309323787712,0.28576057323119275,65536,0,294.17999267578125
2025-03-04,2025-03-05,273.80999755859375,273.9599914550781,273.8313223123573,0.04587288406590892,65536,0,273.80999755859375
2025-03-06,2025-03-07,283.75,284.04998779296875,283.7975761890389,0.09200717673031061,65536,0,283.75
2025-03-08,2025-03-09,290.5299987792969,291.1400146484375,290.62379348278176,0.18676643774133428,65536,0,290.5299987792969
2025-03-09,2025-03-10,293.79998779296875,294.5899963378906,293.92331504821897,0.24205725408708698,65536,0,293.79998779296875
2025-03-10,2025-03-11,297.4200134277344,298.3999938964844,297.576413035394,0.3007003049422444,65536,0,297.4200134277344
2025-03-11,2025-03-12,301.92999267578125,303.1400146484375,302.12386226653666,0.37139896956519003,65536,0,301.92999267578125
2025-03-12,2025-03-13,298.94000244140625,299.9599914550781,299.0933954715725,0.3120457602542381,65536,0,298.94000244140625
2025-03-13,2025-03-14,305.1199951171875,306.45001220703125,305.3220700025592,0.4070181241703018,65536,0,305.1199951171875
2025-03-15,2025-03-16,289.92999267578125,290.489990234375,290.0084707736928,0.17130966349378118,65536,0,289.92999267578125
2025-03-16,2025-03-17,287.55999755859375,288.010009765625,287.62398266792036,0.13762779637032718,65536,0,287.55999755859375
2025-03-17,2025-03-18,297.1700134277344,298.1700134277344,297.303991794584,0.30640583093793566,65536,0,297.1700134277344
2025-03-18,2025-03-19,302.3699951171875,303.6600036621094,302.5480023622547,0.39479542582961147,65536,0,302.3699951171875
2025-03-19,2025-03-20,293.3800048828125,294.1600036621094,293.4899281263336,0.2385826065909455,65536,0,293.3800048828125
2025-03-20,2025-03-21,289.44000244140625,290.0299987792969,289.5242174863823,0.1804307689603335,65536,0,289.44000244140625
2025-03-22,2025-03-23,295.1099853515625,296.010009765625,295.23303639888627,0.27553263736354766,65536,0,295.1099853515625
2025-03-24,2025-03-25,291.0400085449219,291.7200012207031,291.13406693935667,0.20808988512784937,65536,0,291.0400085449219
2025-03-25,2025-03-26,293.69000244140625,294.5,293.79582428931957,0.2485323985884401,65536,0,293.69000244140625
2025-03-26,2025-03-27,297.0899963378906,298.0899963378906,297.223982214928,0.30640499779081454,65536,0,297.0899963378906
2025-03-27,2025-03-28,296.57000732421875,297.6700134277344,296.7001588344524,0.3402926983895826,65536,0,296.57000732421875
2025-03-28,2025-03-29,301.9800109863281,303.4200134277344,302.1547321081151,0.44438537224848174,65536,0,301.9800109863281
2025-03-29,2025-03-30,301.57000732421875,303.1199951171875,301.7469197511664,0.48134473936240374,65536,0,301.57000732421875
2025-03-31,2025-04-01,292.5899963378906,293.54998779296875,292.7023779153831,0.29730464672752505,65536,0,292.5899963378906
2025-04-01,2025-04-02,292.95001220703125,294.260009765625,293.29309630393806,0.36322103167853637,65536,0,293.260009765625
2025-04-02,2025-04-03,293.8900146484375,295.29998779296875,294.263368725779,0.39058045874598796,65536,0,294.2300109863281
2025-04-03,2025-04-04,279.3599853515625,279.6400146484375,279.4357354640963,0.07744403808234004,65536,0,279.42999267578125
2025-04-05,2025-04-06,273.6600036621094,273.8900146484375,273.72383141517486,0.06350300683887362,65536,0,273.7200012207031
2025-04-07,2025-04-08,294.69000244140625,296.2099914550781,295.10760819912235,0.41991309042301267,65536,0,295.0799865722656
2025-04-09,2025-04-10,295.9700012207031,297.7699890136719,296.40534830093395,0.503067701706267,65536,0,296.3399963378906
2025-04-10,2025-04-11,294.8599853515625,296.5400085449219,295.25644421576976,0.47087749551094427,65536,0,295.19000244140625
2025-04-11,2025-04-12,292.79998779296875,294.3599853515625,293.13174533844,0.4431639662909196,65536,0,293.04998779296875
2025-04-12,2025-04-13,296.7699890136719,298.7699890136719,297.1949937343583,0.5682200354333112,65536,0,297.0899963378906
2025-04-13,2025-04-14,303.07000732421875,305.9200134277344,303.63953530788933,0.8167998355688626,65536,0,303.4700012207031
2025-04-14,2025-04-15,292.69000244140625,294.30999755859375,293.00898706912574,0.46528108237562615,65536,0,292.9100036621094
